feature,symbol,name
mRNA,LOC118274363,uncharacterized LOC118274363
mRNA,LOC118274365,uncharacterized LOC118274365
mRNA,LOC118274229,uncharacterized LOC118274229
mRNA,LOC118274366,uncharacterized LOC118274366
mRNA,LOC118274367,uncharacterized LOC118274367
mRNA,LOC118274368,uncharacterized LOC118274368
mRNA,LOC118274139,uncharacterized LOC118274139
mRNA,LOC118274032,uncharacterized LOC118274032
mRNA,LOC118274026,uncharacterized LOC118274026
mRNA,LOC118274037,uncharacterized LOC118274037
mRNA,LOC118274369,uncharacterized LOC118274369
mRNA,LOC118274025,acetylcholine receptor subunit beta-like 2
mRNA,LOC118274038,60S ribosomal protein L17
mRNA,LOC118274040,SKI family transcriptional corepressor 2-like
mRNA,LOC118274031,uncharacterized LOC118274031
mRNA,LOC118274024,protein fem-1 homolog CG6966-like
mRNA,LOC118274028,acetylcholine receptor subunit alpha-like 1
mRNA,LOC118274034,uncharacterized LOC118274034
mRNA,LOC118274370,uncharacterized LOC118274370
mRNA,LOC118274036,uncharacterized LOC118274036
mRNA,LOC118274371,uncharacterized LOC118274371
mRNA,LOC118274030,uncharacterized LOC118274030
mRNA,LOC118274027,uncharacterized LOC118274027
mRNA,LOC118274372,uncharacterized LOC118274372
mRNA,LOC118274373,uncharacterized LOC118274373
mRNA,LOC118274035,uncharacterized LOC118274035
mRNA,LOC118274033,uncharacterized LOC118274033
mRNA,LOC118274129,uncharacterized LOC118274129
mRNA,LOC118274375,uncharacterized LOC118274375
mRNA,LOC118274228,uncharacterized LOC118274228
mRNA,LOC118274122,acetylcholine receptor subunit beta-like 2
mRNA,LOC118274213,60S ribosomal protein L17
mRNA,LOC118274376,SKI family transcriptional corepressor 2-like
mRNA,LOC118273900,uncharacterized LOC118273900
mRNA,LOC118273899,protein fem-1 homolog CG6966-like
mRNA,LOC118274401,protein groucho-like
mRNA,LOC118274398,conserved oligomeric Golgi complex subunit 1-like
mRNA,LOC118274402,keratin-associated protein 19-2-like
mRNA,LOC118274399,protein groucho-like
mRNA,LOC118274151,conserved oligomeric Golgi complex subunit 1-like
mRNA,LOC118274293,keratin-associated protein 19-2-like
mRNA,LOC118274377,probable serine/threonine-protein kinase clkA
mRNA,LOC118274408,cell surface glycoprotein 1-like
mRNA,LOC118274410,location of vulva defective 1-like
mRNA,LOC118274409,uncharacterized LOC118274409
mRNA,LOC118274411,furin-like protease 2
mRNA,LOC118274121,uncharacterized protein DDB_G0280315-like
mRNA,LOC118274378,uncharacterized LOC118274378
mRNA,LOC118274101,uncharacterized LOC118274101
mRNA,LOC118274098,uncharacterized LOC118274098
mRNA,LOC118274100,uncharacterized LOC118274100
mRNA,LOC118274103,uncharacterized LOC118274103
mRNA,LOC118274099,soluble scavenger receptor cysteine-rich domain-containing protein SSC5D-like
mRNA,LOC118274150,probable bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2
mRNA,LOC118274379,transcriptional regulatory protein AlgP-like
ncRNA,LOC118274059,uncharacterized LOC118274059
mRNA,LOC118274380,furin-like protease 2
mRNA,LOC118274381,mucin-5AC-like
mRNA,LOC118273950,uncharacterized LOC118273950
mRNA,LOC118274384,uncharacterized LOC118274384
mRNA,LOC118273951,uncharacterized LOC118273951
mRNA,LOC118273948,probable bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2
mRNA,LOC118273947,furin-like protease 2
mRNA,LOC118273983,secretory carrier-associated membrane protein 1-like
mRNA,LOC118274173,pre-mRNA-splicing factor RBM22-like
mRNA,LOC118274009,WD repeat-containing protein 61-like
mRNA,LOC118274241,WD repeat-containing protein 61-like
mRNA,LOC118274137,cuticle protein 18.6-like
mRNA,LOC118274138,cuticle protein 18.6-like
mRNA,LOC118274134,cuticle protein 8-like
mRNA,LOC118274135,cuticle protein 8-like
mRNA,LOC118274136,cuticle protein-like
mRNA,LOC118274403,cuticle protein-like
mRNA,LOC118274081,"alpha-(1,3)-fucosyltransferase C-like"
mRNA,LOC118274056,forkhead box protein C1-like
mRNA,LOC118274385,uncharacterized LOC118274385
mRNA,LOC118273967,ubiquitin carboxyl-terminal hydrolase 3-like
mRNA,LOC118274219,40S ribosomal protein S17
mRNA,LOC118273994,46 kDa FK506-binding nuclear protein
mRNA,LOC118273995,UPF0729 protein AAEL015238-like
mRNA,LOC118274216,proline-rich protein 36-like
mRNA,LOC118273958,protein ENL-like
ncRNA,LOC118274158,uncharacterized LOC118274158
mRNA,LOC118274155,uncharacterized LOC118274155
mRNA,LOC118274156,cell surface glycoprotein 1-like
mRNA,LOC118274386,uncharacterized LOC118274386
mRNA,LOC118274041,voltage-dependent calcium channel subunit alpha-2/delta-3-like
mRNA,LOC118274042,uncharacterized LOC118274042
mRNA,LOC118274043,solute carrier family 25 member 46-like
mRNA,LOC118274044,"39S ribosomal protein L34, mitochondrial-like"
mRNA,LOC118274046,protein AF-9-like
mRNA,LOC118274045,protein SMG5-like
mRNA,LOC118274048,ubiquitin-like protein 7
mRNA,LOC118274047,uncharacterized LOC118274047
mRNA,LOC118274049,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3-like
mRNA,LOC118274089,uncharacterized LOC118274089
mRNA,LOC118274091,mitochondrial import inner membrane translocase subunit Tim29-like
ncRNA,LOC118274093,uncharacterized LOC118274093
mRNA,LOC118274092,"39S ribosomal protein L23, mitochondrial-like"
mRNA,LOC118274090,tyrosine-protein phosphatase non-receptor type 9-like
mRNA,LOC118274387,bumetanide-sensitive sodium-(potassium)-chloride cotransporter-like
mRNA,LOC118274087,bumetanide-sensitive sodium-(potassium)-chloride cotransporter-like
mRNA,LOC118274259,bumetanide-sensitive sodium-(potassium)-chloride cotransporter-like
mRNA,LOC118274266,40S ribosomal protein S15-like
mRNA,LOC118274264,tRNA-uridine aminocarboxypropyltransferase 2-like
mRNA,LOC118274256,histone-lysine N-methyltransferase ash1-like
mRNA,LOC118274261,synaptic vesicle glycoprotein 2B-like
mRNA,LOC118274258,mucin-17-like
mRNA,LOC118274267,ejaculatory bulb-specific protein 3-like
mRNA,LOC118274263,uncharacterized LOC118274263
ncRNA,LOC118274268,uncharacterized LOC118274268
mRNA,LOC118274262,protein pygopus-like
mRNA,LOC118274388,bumetanide-sensitive sodium-(potassium)-chloride cotransporter-like
mRNA,LOC118274260,bumetanide-sensitive sodium-(potassium)-chloride cotransporter-like
mRNA,LOC118274406,40S ribosomal protein S15-like
mRNA,LOC118274405,tRNA-uridine aminocarboxypropyltransferase 2-like
mRNA,LOC118274389,uncharacterized LOC118274389
mRNA,LOC118274390,synaptic vesicle glycoprotein 2B-like
mRNA,LOC118274404,mucin-17-like
mRNA,LOC118274392,uncharacterized LOC118274392
mRNA,LOC118273968,protein pygopus-like
ncRNA,LOC118274295,uncharacterized LOC118274295
mRNA,LOC118274393,uncharacterized LOC118274393
mRNA,LOC118274394,odorant receptor 49a-like
mRNA,LOC118274244,limbic system-associated membrane protein-like
ncRNA,LOC118274245,uncharacterized LOC118274245
mRNA,LOC118274395,uncharacterized LOC118274395
ncRNA,LOC118274218,uncharacterized LOC118274218
ncRNA,LOC118274223,uncharacterized LOC118274223
mRNA,LOC118274211,G-patch domain and KOW motifs-containing protein-like
mRNA,LOC118274227,uncharacterized LOC118274227
mRNA,LOC118274085,formin-like protein 20
mRNA,LOC118274170,chromatin assembly factor 1 subunit A-like
mRNA,LOC118273981,dual specificity mitogen-activated protein kinase kinase dSOR1-like
mRNA,LOC118273897,furin-like protease 1
mRNA,LOC118274835,mediator of RNA polymerase II transcription subunit 21-like
mRNA,LOC118274840,solute carrier family 35 member G1-like
mRNA,LOC118274967,cell cycle checkpoint protein RAD1-like
mRNA,LOC118274956,SH2B adapter protein 1-like
mRNA,LOC118274976,T-box transcription factor TBX1-like
mRNA,LOC118274963,uncharacterized LOC118274963
mRNA,LOC118275006,vegetative cell wall protein gp1-like
mRNA,LOC118274968,ionotropic receptor 75a-like
mRNA,LOC118275016,extensin-like
mRNA,LOC118275063,uncharacterized LOC118275063
mRNA,LOC118275003,uncharacterized LOC118275003
mRNA,LOC118274969,fatty acid synthase-like
mRNA,LOC118274970,fatty acid synthase-like
mRNA,LOC118274971,uncharacterized LOC118274971
mRNA,LOC118274601,fatty acid synthase-like
mRNA,LOC118274863,uncharacterized LOC118274863
mRNA,LOC118274972,fatty acid synthase-like
mRNA,LOC118274973,uncharacterized LOC118274973
mRNA,LOC118274699,"asparagine--tRNA ligase, cytoplasmic-like"
mRNA,LOC118274700,apolipoprotein D-like
mRNA,LOC118275150,lysosomal acid glucosylceramidase-like
mRNA,LOC118274858,lysosomal acid glucosylceramidase-like
mRNA,LOC118274912,lysosomal acid glucosylceramidase-like
mRNA,LOC118274974,uncharacterized LOC118274974
mRNA,LOC118274538,cyclin-dependent kinase 1-like
mRNA,LOC118274535,zinc finger protein 271-like
mRNA,LOC118274537,dnaJ homolog subfamily B member 13-like
mRNA,LOC118274540,Golgi SNAP receptor complex member 1-like
mRNA,LOC118274539,zinc finger protein 26-like
mRNA,LOC118275057,armadillo repeat-containing protein 2-like
mRNA,LOC118274975,fibrinogen-binding protein-like
mRNA,LOC118274846,farnesol dehydrogenase-like
mRNA,LOC118275014,zinc finger protein 879-like
mRNA,LOC118274441,5'-AMP-activated protein kinase catalytic subunit alpha-2-like
mRNA,LOC118274445,polymerase delta-interacting protein 2-like
mRNA,LOC118274443,"short-chain specific acyl-CoA dehydrogenase, mitochondrial-like"
mRNA,LOC118274446,actin-related protein 2/3 complex subunit 3-like
mRNA,LOC118274447,coiled-coil domain-containing protein 86-like
mRNA,LOC118274444,signal peptide peptidase-like 3
mRNA,LOC118274688,uncharacterized LOC118274688
mRNA,LOC118274687,apoptosis-inducing factor 3-like
mRNA,LOC118274691,oxysterol-binding protein 1-like
mRNA,LOC118274689,serine/arginine repetitive matrix protein 1-like
mRNA,LOC118274641,CDP-diacylglycerol--inositol 3-phosphatidyltransferase-like
mRNA,LOC118274639,T-complex protein 1 subunit zeta-like
mRNA,LOC118274680,protein unc-45 homolog B-like
mRNA,LOC118274644,uncharacterized LOC118274644
ncRNA,LOC118274821,uncharacterized LOC118274821
mRNA,LOC118274553,phenoloxidase subunit 2-like
mRNA,LOC118274554,2-(3-amino-3-carboxypropyl)histidine synthase subunit 1-like
mRNA,LOC118274555,protein ABHD11-like
mRNA,LOC118274556,protein ABHD11-like
mRNA,LOC118275224,protein ABHD11-like
mRNA,LOC118275223,protein ABHD11-like
mRNA,LOC118275168,elongation of very long chain fatty acids protein AAEL008004-like
mRNA,LOC118275142,splicing factor ESS-2 homolog
mRNA,LOC118275197,uncharacterized LOC118275197
mRNA,LOC118275199,uncharacterized LOC118275199
mRNA,LOC118275198,cell cycle checkpoint control protein RAD9A-like
mRNA,LOC118275200,ubiquitin-conjugating enzyme E2 G1-like
mRNA,LOC118275201,myb-binding protein 1A-like protein
mRNA,LOC118274793,eukaryotic translation initiation factor 4H-like
mRNA,LOC118274977,piggyBac transposable element-derived protein 2-like
mRNA,LOC118274715,elongator complex protein 5-like
mRNA,LOC118274670,NAD-dependent protein deacylase Sirt4-like
mRNA,LOC118274671,serine/threonine-protein phosphatase 4 catalytic subunit
mRNA,LOC118274661,flotillin-2-like
mRNA,LOC118274650,"glucose dehydrogenase [FAD, quinone]-like"
mRNA,LOC118274648,"glucose dehydrogenase [FAD, quinone]-like"
mRNA,LOC118274652,"glucose dehydrogenase [FAD, quinone]-like"
mRNA,LOC118274657,"glucose dehydrogenase [FAD, quinone]-like"
mRNA,LOC118274654,"glucose dehydrogenase [FAD, quinone]-like"
mRNA,LOC118274658,"glucose dehydrogenase [FAD, quinone]-like"
mRNA,LOC118274660,"glucose dehydrogenase [FAD, quinone]-like"
mRNA,LOC118274662,uncharacterized LOC118274662
ncRNA,LOC118274663,uncharacterized LOC118274663
mRNA,LOC118274651,"glucose dehydrogenase [FAD, quinone]-like"
mRNA,LOC118274656,"glucose dehydrogenase [FAD, quinone]-like"
mRNA,LOC118274655,"glucose dehydrogenase [FAD, quinone]-like"
mRNA,LOC118274647,"glucose dehydrogenase [FAD, quinone]-like"
mRNA,LOC118274653,"glucose dehydrogenase [FAD, quinone]-like"
mRNA,LOC118275158,L-asparaginase-like
mRNA,LOC118274957,vanin-like protein 2
mRNA,LOC118274542,uncharacterized LOC118274542
mRNA,LOC118274544,cytosolic 10-formyltetrahydrofolate dehydrogenase-like
mRNA,LOC118274978,uncharacterized LOC118274978
mRNA,LOC118274545,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7-like
mRNA,LOC118274543,bromodomain-containing protein 1-like
mRNA,LOC118275084,uncharacterized LOC118275084
mRNA,LOC118274642,protein orai-like
mRNA,LOC118274643,methyl-CpG-binding domain protein 4-like
mRNA,LOC118274635,jmjC domain-containing histone demethylation protein 1-like
mRNA,LOC118274865,uncharacterized LOC118274865
ncRNA,LOC118274866,uncharacterized LOC118274866
mRNA,LOC118275086,uncharacterized LOC118275086
mRNA,LOC118275192,uncharacterized LOC118275192
mRNA,LOC118275191,uncharacterized protein DDB_G0286299-like
mRNA,LOC118274815,LIM/homeobox protein Lhx1-like
mRNA,LOC118274750,trichoplein keratin filament-binding protein-like
mRNA,LOC118274780,tetratricopeptide repeat protein 28-like
mRNA,LOC118274730,pupal cuticle protein-like
mRNA,LOC118274725,pickpocket protein 28-like
mRNA,LOC118274731,mediator of RNA polymerase II transcription subunit 31-like
mRNA,LOC118274728,synaptosomal-associated protein 29-like
mRNA,LOC118274726,gastrula zinc finger protein XlCGF26.1-like
mRNA,LOC118274724,eukaryotic translation initiation factor 3 subunit C-like
mRNA,LOC118274732,ubiquitin-conjugating enzyme E2 L3
mRNA,LOC118274727,histone deacetylase 8-like
mRNA,LOC118275217,histone-lysine N-methyltransferase PR-Set7-like
mRNA,LOC118275218,ATP-dependent RNA helicase Ddx1-like
mRNA,LOC118275220,ATP synthase subunit C lysine N-methyltransferase-like
mRNA,LOC118275219,probable 18S rRNA (guanine-N(7))-methyltransferase
mRNA,LOC118274979,DNA replication ATP-dependent helicase/nuclease DNA2-like
mRNA,LOC118274458,gephyrin-like
mRNA,LOC118274459,transmembrane emp24 domain-containing protein 2-like
mRNA,LOC118275108,alpha-tocopherol transfer protein-like
mRNA,LOC118274719,citron rho-interacting kinase-like
mRNA,LOC118274518,histone-lysine N-methyltransferase SETD1-like
mRNA,LOC118274527,"cytochrome b-c1 complex subunit 6, mitochondrial-like"
mRNA,LOC118274520,rabankyrin-5-like
mRNA,LOC118274525,uncharacterized LOC118274525
mRNA,LOC118274523,uncharacterized LOC118274523
mRNA,LOC118274526,uncharacterized LOC118274526
mRNA,LOC118274524,protein NipSnap-like
mRNA,LOC118274521,serine/threonine-protein kinase Tao-like
mRNA,LOC118274466,chromobox protein homolog 1-like
mRNA,LOC118274465,uncharacterized LOC118274465
mRNA,LOC118274606,uncharacterized LOC118274606
mRNA,LOC118274605,uncharacterized LOC118274605
mRNA,LOC118274607,uncharacterized LOC118274607
mRNA,LOC118274604,uncharacterized LOC118274604
mRNA,LOC118274608,uncharacterized LOC118274608
mRNA,LOC118275060,pupal cuticle protein-like
mRNA,LOC118274881,"glucose dehydrogenase [FAD, quinone]-like"
ncRNA,LOC118274882,uncharacterized LOC118274882
mRNA,LOC118274883,condensin complex subunit 3-like
mRNA,LOC118274474,DNA ligase 1-like
mRNA,LOC118274475,peptidoglycan-recognition protein LB-like
mRNA,LOC118274476,peptidoglycan-recognition protein LB-like
mRNA,LOC118274949,peptidoglycan-recognition protein LB-like
mRNA,LOC118274982,peptidoglycan-recognition protein LB-like
mRNA,LOC118274983,histone-lysine N-methyltransferase SETMAR-like
mRNA,LOC118274897,small G protein signaling modulator 2-like
ncRNA,LOC118274898,uncharacterized LOC118274898
mRNA,LOC118274682,vacuolar protein sorting-associated protein 33A-like
mRNA,LOC118274681,exocyst complex component 8-like
mRNA,LOC118274628,neurogenic locus notch homolog protein 3-like
mRNA,LOC118274627,protein ABHD18-like
mRNA,LOC118274645,squamous cell carcinoma antigen recognized by T-cells 3-like
mRNA,LOC118274646,uncharacterized LOC118274646
mRNA,LOC118274565,septin-1-like
mRNA,LOC118274566,cell cycle control protein 50A-like
mRNA,LOC118274567,apyrase-like
mRNA,LOC118274568,nardilysin-like
ncRNA,LOC118274570,uncharacterized LOC118274570
mRNA,LOC118275062,centromere protein J-like
mRNA,LOC118274718,"39S ribosomal protein L44, mitochondrial-like"
mRNA,LOC118274927,uncharacterized LOC118274927
mRNA,LOC118274929,uncharacterized LOC118274929
mRNA,LOC118274581,"glucose dehydrogenase [FAD, quinone]-like"
mRNA,LOC118274584,myosin regulatory light chain sqh
mRNA,LOC118274582,"dnaJ homolog subfamily C member 30, mitochondrial-like"
mRNA,LOC118274710,arginine/serine-rich coiled-coil protein 2-like
mRNA,LOC118274621,putative uncharacterized protein DDB_G0277255
mRNA,LOC118274624,uncharacterized LOC118274624
mRNA,LOC118274622,uncharacterized LOC118274622
mRNA,LOC118274612,TBC1 domain family member 22B-like
mRNA,LOC118274610,uncharacterized protein KIAA1841 homolog
mRNA,LOC118274995,60S ribosomal protein L6-like
mRNA,LOC118274784,two pore calcium channel protein 1-like
mRNA,LOC118274451,mevalonate kinase-like
mRNA,LOC118274452,bolA-like protein 2
mRNA,LOC118274450,"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase-like"
mRNA,LOC118274448,protein adenylyltransferase SelO-like
mRNA,LOC118275109,protein adenylyltransferase SelO-like
mRNA,LOC118274925,DNA repair and recombination protein RAD54-like
mRNA,LOC118274684,leucine-rich repeat-containing protein 47-like
mRNA,LOC118274686,collagenase-like
mRNA,LOC118274685,collagenase-like
mRNA,LOC118274703,ATP-binding cassette sub-family A member 5-like
mRNA,LOC118275033,prestin-like
mRNA,LOC118275035,mitochondrial fission process protein 1-like
mRNA,LOC118274984,collagenase-like
mRNA,LOC118275036,collagenase-like
mRNA,LOC118275037,collagenase-like
mRNA,LOC118275039,collagenase-like
mRNA,LOC118275040,hsp70-binding protein 1-like
ncRNA,LOC118275182,uncharacterized LOC118275182
mRNA,LOC118275047,transcription factor Adf-1-like
mRNA,LOC118275049,uncharacterized LOC118275049
mRNA,LOC118275050,uncharacterized LOC118275050
mRNA,LOC118275051,uncharacterized LOC118275051
tRNA,Trnac-aca,tRNA-Cys
mRNA,LOC118274985,odorant receptor 85c-like
mRNA,LOC118274626,"malate dehydrogenase, mitochondrial-like"
mRNA,LOC118274625,vacuolar protein sorting-associated protein 45-like
mRNA,LOC118275231,ataxin-2-like protein
mRNA,LOC118275233,retinol dehydrogenase 14-like
mRNA,LOC118275232,uncharacterized LOC118275232
mRNA,LOC118274637,GPI transamidase component PIG-S-like
