ATP6	ATP6^ATP6_ANOQU^ATP6_AEDAL^Tm1
XP_035430162.1	XP_035430162.1^B3G2S_DROME^Glyco_transf_43^Tm1
XP_035430163.1	XP_035430163.1^TADBP_HUMAN^TDP43_N^Tm1
XP_035430164.1	XP_035430164.1^SEMP1_DROME^Astacin^sigP
XP_035430165.1	XP_035430165.1^DUF4799^sigP^Tm1
XP_035430166.1	XP_035430166.1^HARB1_BOVIN^Plant_tran^sigP
XP_035430167.1	XP_035430167.1^ZN235_HUMAN^ZN431_HUMAN^zf-C2H2^Tm1
XP_035430168.1	XP_035430168.1^ZN235_HUMAN^ZN431_HUMAN^zf-C2H2^Tm1
XP_035430169.1	XP_035430169.1^ZN235_HUMAN^ZN431_HUMAN^zf-C2H2^Tm1
XP_035430170.1	XP_035430170.1^PPIL3_RAT^Pro_isomerase
XP_035430171.1	XP_035430171.1^FRYL_HUMAN^FRY_DROME^MOR2-PAG1_N^sigP^Tm2
XP_035430172.1	XP_035430172.1^LYSP_DROME^LYSC1_CANLF^Lys^sigP^Tm1
XP_035430173.1	XP_035430173.1^PDZ^sigP^Tm2
XP_035430174.1	XP_035430174.1^PDZ^sigP^Tm1
XP_035430175.1	XP_035430175.1^DUF4799^sigP^Tm1
XP_035430176.1	XP_035430176.1^RBM34_MOUSE^RRM_1^Tm1
XP_035430177.1	XP_035430177.1^RBM34_MOUSE^RRM_1^Tm3
XP_035430178.1	XP_035430178.1^RBM34_MOUSE^RRM_1^Tm1
XP_035430179.1	XP_035430179.1^RBM34_MOUSE^RRM_1^Tm3
XP_035430180.1	XP_035430180.1^Tm1
XP_035430181.1	XP_035430181.1^Tm1
XP_035430182.1	XP_035430182.1^ESTF_MYZPE^COesterase^sigP^Tm1
XP_035430183.1	XP_035430183.1^TREX2_MOUSE^Tm1
XP_035430184.1	XP_035430184.1^TREX2_MOUSE^Tm1
XP_035430185.1	XP_035430185.1^SNMP2_DROME^CD36^sigP^Tm1
XP_035430186.1	XP_035430186.1^sigP^Tm1
XP_035430187.1	XP_035430187.1^GRT1A_DANRE^RabGAP-TBC^sigP
XP_035430188.1	XP_035430188.1^TIM14_DROME^DnaJ^Tm1
XP_035430189.1	XP_035430189.1^CP9E2_BLAGE^p450^Tm1
XP_035430190.1	XP_035430190.1^CP9E2_BLAGE^p450^Tm1
XP_035430191.1	XP_035430191.1^HARB1_HUMAN^Plant_tran^sigP^Tm1
XP_035430192.1	XP_035430192.1^Tm1
XP_035430193.1	XP_035430193.1^DGKH_DROSI^DGKH_DROAN^PH^sigP
XP_035430194.1	XP_035430194.1^RM51_DROPS^MRP-L51
XP_035430195.1	XP_035430195.1^GRT1A_DANRE^RabGAP-TBC^sigP
XP_035430196.1	XP_035430196.1^TIM14_DROME^DnaJ^Tm1
XP_035430197.1	XP_035430197.1^NDRG3_HUMAN^Ndr
XP_035430198.1	XP_035430198.1^SEMP1_DROME^Astacin^sigP^Tm1
XP_035430199.1	XP_035430199.1^SEMP1_DROME^Astacin^Tm1
XP_035430200.1	XP_035430200.1^SP88E_DROME^Serpin^sigP
XP_035430201.1	XP_035430201.1^SP88E_DROME^Serpin^sigP
XP_035430203.1	XP_035430203.1^PUM_DROME^PUF^Tm1
XP_035430204.1	XP_035430204.1^PUM_DROME^PUF^Tm1
XP_035430205.1	XP_035430205.1^PUM_DROME^PUF^Tm1
XP_035430206.1	XP_035430206.1^NDRG3_HUMAN^NDRG3_PONAB^Ndr
XP_035430207.1	XP_035430207.1^PUM_DROME^PUF^Tm1
XP_035430208.1	XP_035430208.1^PUM_DROME^PUF^Tm1
XP_035430209.1	XP_035430209.1^PUM_DROME^PUF^Tm1
XP_035430210.1	XP_035430210.1^PUM_DROME^PUF^Tm1
XP_035430211.1	XP_035430211.1^PUM_DROME^PUF^Tm1
XP_035430212.1	XP_035430212.1^PUM_DROME^PUF^Tm1
XP_035430213.1	XP_035430213.1^PUM_DROME^PUF^Tm1
XP_035430214.1	XP_035430214.1^PUM_DROME^PUF^Tm1
XP_035430215.1	XP_035430215.1^PUM_DROME^PUF
XP_035430216.1	XP_035430216.1^PER_ANTPE^PAS^sigP^Tm1
XP_035430217.1	XP_035430217.1^NDRG3_PONAB^Ndr
XP_035430218.1	XP_035430218.1^FIP1_PONAB^FIP1_HUMAN^Fip1^sigP^Tm1
XP_035430219.1	XP_035430219.1^Dynactin_p22^sigP^Tm1
XP_035430220.1	XP_035430220.1^ARCH_DROME^Archease
XP_035430221.1	XP_035430221.1^LITAF_RAT^zf-LITAF-like^Tm1
XP_035430222.1	XP_035430222.1^NU205_HUMAN^NU205_DROME^Nup192^sigP
XP_035430223.1	XP_035430223.1^NDRG3_HUMAN^Ndr
XP_035430224.1	XP_035430224.1^TXJ1A_SCOMO^sigP
XP_035430228.1	XP_035430228.1^ECT2_MOUSE^BRCT^sigP
XP_035430229.1	XP_035430229.1^ECT2_MOUSE^BRCT^sigP
XP_035430230.1	XP_035430230.1^ECT2_MOUSE^BRCT^sigP
XP_035430231.1	XP_035430231.1^ECT2_MOUSE^BRCT^sigP
XP_035430232.1	XP_035430232.1^ECT2_MOUSE^BRCT^sigP
XP_035430233.1	XP_035430233.1^NDRG3_HUMAN^Ndr
XP_035430234.1	XP_035430234.1^ECT2_MOUSE^BRCT^sigP
XP_035430235.1	XP_035430235.1^MED14_AEDAE^Med14^sigP
XP_035430236.1	XP_035430236.1^GSH1_HUMAN^GCS
XP_035430237.1	XP_035430237.1^GSH1_HUMAN^GCS
XP_035430238.1	XP_035430238.1^GSH1_HUMAN^GCS
XP_035430239.1	XP_035430239.1^DUF4735^Tm1
XP_035430240.1	XP_035430240.1^sigP
XP_035430241.1	XP_035430241.1^CMTR2_DROME^FtsJ^Tm1
XP_035430242.1	XP_035430242.1^EHMT1_HUMAN^Pre-SET
XP_035430243.1	XP_035430243.1^PNBA_BACSU^COesterase^sigP^Tm1
XP_035430244.1	XP_035430244.1^EHMT1_MOUSE^Ank_2
XP_035430245.1	XP_035430245.1^Tm1
XP_035430246.1	XP_035430246.1^TXJ1A_SCOMO^sigP
XP_035430247.1	XP_035430247.1^Tm2
XP_035430248.1	XP_035430248.1^BARH2_DROME^BARH1_DROME^Homeodomain^Tm1
XP_035430250.1	XP_035430250.1^DUSK4_DROME^DSPc^Tm1
XP_035430251.1	XP_035430251.1^ZN846_HUMAN^zf-C2H2^sigP^Tm1
XP_035430252.1	XP_035430252.1^ANM5_MOUSE^PRMT5_TIM^Tm1
XP_035430253.1	XP_035430253.1^SURF6_DROME^SURF6^Tm1
XP_035430254.1	XP_035430254.1^COQ4_BOMMO^Coq4
XP_035430255.1	XP_035430255.1^Tm1
XP_035430256.1	XP_035430256.1^PPIL3_RAT^Pro_isomerase
XP_035430257.1	XP_035430257.1^ATP9B_BOVIN^ATP9B_DANRE^PhoLip_ATPase_N^sigP^Tm1
XP_035430258.1	XP_035430258.1^DNAL1_MOUSE^LRR_4^sigP
XP_035430259.1	XP_035430259.1^DNAL1_MOUSE^LRR_4^sigP
XP_035430260.1	XP_035430260.1^LIP3_DROME^Abhydro_lipase^sigP^Tm1
XP_035430261.1	XP_035430261.1^NLGNY_HUMAN^COesterase^sigP^Tm3
XP_035430262.1	XP_035430262.1^SARDH_RAT^DAO^Prenyltrans^sigP^Tm1
XP_035430263.1	XP_035430263.1^EXOC2_DROME^TIG
XP_035430264.1	XP_035430264.1^PNBA_BACSU^COesterase^sigP^Tm1
XP_035430265.1	XP_035430265.1^Tm1
XP_035430266.1	XP_035430266.1^ZBT24_HUMAN^zf-AD^Tm1
XP_035430267.1	XP_035430267.1^sigP
XP_035430268.1	XP_035430268.1^Tm1
XP_035430269.1	XP_035430269.1^sigP^Tm1
XP_035430270.1	XP_035430270.1^sigP^Tm3
XP_035430271.1	XP_035430271.1^sigP^Tm3
XP_035430272.1	XP_035430272.1^sigP^Tm3
XP_035430273.1	XP_035430273.1^sigP^Tm3
XP_035430274.1	XP_035430274.1^sigP
XP_035430275.1	XP_035430275.1^RS23_SPOFR^Ribosom_S12_S23
XP_035430276.1	XP_035430276.1^CP6B5_PAPGL^p450^sigP
XP_035430277.1	XP_035430277.1^NR2E1_XENLA^zf-C4^Tm1
XP_035430278.1	XP_035430278.1^SPRY7_BOVIN^SPRY^Tm1
XP_035430279.1	XP_035430279.1^SARDH_RAT^DAO^Prenyltrans^sigP^Tm1
XP_035430280.1	XP_035430280.1^EIF3I_BOMMO^WD40^Tm1
XP_035430281.1	XP_035430281.1^PPP6_RAT^Metallophos
XP_035430282.1	XP_035430282.1^DUF4735^sigP^Tm1
XP_035430283.1	XP_035430283.1^PLPP6_DANRE^PAP2^sigP^Tm4
XP_035430284.1	XP_035430284.1^PLPP6_DANRE^PAP2^sigP^Tm4
XP_035430285.1	XP_035430285.1^PLPP6_DANRE^PAP2^sigP^Tm4
XP_035430286.1	XP_035430286.1^PLPP6_DANRE^PAP2^sigP^Tm4
XP_035430287.1	XP_035430287.1^PLPP6_DANRE^PAP2^sigP^Tm4
XP_035430288.1	XP_035430288.1^PLPP6_DANRE^PAP2^sigP^Tm4
XP_035430289.1	XP_035430289.1^PLPP6_DANRE^PAP2^sigP^Tm4
XP_035430290.1	XP_035430290.1^PLPP6_DANRE^PAP2^sigP^Tm4
XP_035430291.1	XP_035430291.1^PLPP6_DANRE^PAP2^sigP^Tm4
XP_035430292.1	XP_035430292.1^PLPP6_DANRE^PAP2^sigP^Tm4
XP_035430294.1	XP_035430294.1^PER_ANTPE^PAS^sigP^Tm1
XP_035430295.1	XP_035430295.1^DRC9_MACFA^IQ
XP_035430296.1	XP_035430296.1^sigP^Tm2
XP_035430297.1	XP_035430297.1^sigP^Tm2
XP_035430298.1	XP_035430298.1^Tm1
XP_035430299.1	XP_035430299.1^RUSF1_MOUSE^RUSF1_HUMAN^UVB_sens_prot^Tm2
XP_035430300.1	XP_035430300.1^RL5_BOMMO^Ribosomal_L5e^Tm1
XP_035430301.1	XP_035430301.1^GR64F_DROME^GR64E_DROME^Trehalose_recp^sigP^Tm1
XP_035430302.1	XP_035430302.1^GR64F_DROME^Trehalose_recp^Tm8
XP_035430303.1	XP_035430303.1^GR64A_DROME^Trehalose_recp^sigP^Tm1
XP_035430304.1	XP_035430304.1^sigP^Tm1
XP_035430305.1	XP_035430305.1^RS23_SPOFR^Ribosom_S12_S23
XP_035430306.1	XP_035430306.1^EST6_APIME^CEL_HUMAN^COesterase^sigP^Tm1
XP_035430307.1	XP_035430307.1^ARRB1_MACFA^Arrestin_N^sigP^Tm1
XP_035430308.1	XP_035430308.1^ARRB1_MACFA^Arrestin_N^sigP^Tm1
XP_035430309.1	XP_035430309.1^OBSTE_DROME^CBM_14^sigP^Tm1
XP_035430310.1	XP_035430310.1^S46A3_CHICK^MFS_1^sigP^Tm11
XP_035430311.1	XP_035430311.1^MTMR2_HUMAN^GRAM^sigP
XP_035430312.1	XP_035430312.1^DRC5_MOUSE^LRR_6^Tm1
XP_035430313.1	XP_035430313.1^IPO5_HUMAN^Importin_rep_4
XP_035430314.1	XP_035430314.1^PCY1B_MOUSE^CTP_transf_like
XP_035430315.1	XP_035430315.1^PCY1B_MOUSE^CTP_transf_like
XP_035430316.1	XP_035430316.1^PCY1B_HUMAN^PCY1B_MOUSE^CTP_transf_like
XP_035430317.1	XP_035430317.1^Tm2
XP_035430318.1	XP_035430318.1^CNPY4_MOUSE^DUF3456^sigP
XP_035430319.1	XP_035430319.1^S46A3_CHICK^MFS_1^sigP^Tm12
XP_035430320.1	XP_035430320.1^NAT9_HUMAN^Acetyltransf_3^Tm1
XP_035430321.1	XP_035430321.1^PPAP_BOVIN^His_Phos_2^sigP^Tm1
XP_035430322.1	XP_035430322.1^RDH13_HUMAN^adh_short
XP_035430323.1	XP_035430323.1^GS1_DROME^HAD_2
XP_035430325.1	XP_035430325.1^SIN1_DROPS^SIN1^sigP
XP_035430326.1	XP_035430326.1^S46A3_CHICK^MFS_1^sigP^Tm11
XP_035430327.1	XP_035430327.1^5HT1B_HORSE^7tm_1^Tm5
XP_035430328.1	XP_035430328.1^TEN2_HUMAN^EB^sigP
XP_035430329.1	XP_035430329.1^TEN2_HUMAN^EB^sigP
XP_035430330.1	XP_035430330.1^5HT2A_PONPY^5HT2A_CANLF^7tm_1^Tm1
XP_035430331.1	XP_035430331.1^5HT2A_MACMU^5HT2A_CANLF^7tm_1^Tm1
XP_035430332.1	XP_035430332.1^TOPB1_MOUSE^BRCT
XP_035430333.1	XP_035430333.1^RL7A_DROME^Ribosomal_L7Ae^Tm2
XP_035430334.1	XP_035430334.1^MADF_DNA_bdg
XP_035430335.1	XP_035430335.1^MADF_DNA_bdg
XP_035430336.1	XP_035430336.1^NLGNY_HUMAN^NLGNX_HUMAN^COesterase^sigP^Tm1
XP_035430337.1	XP_035430337.1^NLGNY_HUMAN^NLGNX_HUMAN^COesterase^sigP^Tm1
XP_035430338.1	XP_035430338.1^YM67_CAEEL^Peptidase_S28^sigP^Tm1
XP_035430339.1	XP_035430339.1^NLGNY_HUMAN^NLGNX_HUMAN^COesterase^sigP^Tm1
XP_035430340.1	XP_035430340.1^SMYD4_HUMAN^SMYD4_PONAB^SET^Tm1
XP_035430341.1	XP_035430341.1^DYT2B_DANRE^Tctex-1
XP_035430342.1	XP_035430342.1^OPI10_ANOGA^DUF775
XP_035430343.1	XP_035430343.1^XFIN_XENLA^zf-AD^sigP^Tm1
XP_035430344.1	XP_035430344.1^CMTR2_DROME^FtsJ^Tm1
XP_035430345.1	XP_035430345.1^LFG4_MOUSE^Bax1-I^Tm7
XP_035430346.1	XP_035430346.1^Y8611_DROME^ResIII^sigP^Tm1
XP_035430347.1	XP_035430347.1^sigP^Tm1
XP_035430349.1	XP_035430349.1^CISY2_AEDAE^Citrate_synt^sigP
XP_035430350.1	XP_035430350.1^XFIN_XENLA^zf-AD^sigP^Tm1
XP_035430351.1	XP_035430351.1^S2551_RAT^Mito_carr^sigP^Tm1
XP_035430352.1	XP_035430352.1^S2551_RAT^Mito_carr^sigP^Tm1
XP_035430353.1	XP_035430353.1^BAT43_CAEEL^BTB^sigP
XP_035430354.1	XP_035430354.1^BARH2_MOUSE^Homeodomain^Tm1
XP_035430355.1	XP_035430355.1^BARH2_MOUSE^Homeodomain^Tm1
XP_035430356.1	XP_035430356.1^sigP^Tm1
XP_035430357.1	XP_035430357.1^Tm1
XP_035430358.1	XP_035430358.1^Tm1
XP_035430359.1	XP_035430359.1^sigP^Tm1
XP_035430360.1	XP_035430360.1^Tm1
XP_035430361.1	XP_035430361.1^CCCP_DROME^JHBP^sigP
XP_035430362.1	XP_035430362.1^PGPLE_DROME^Amidase_2^Tm1
XP_035430363.1	XP_035430363.1^IPO5_HUMAN^Importin_rep_4^Tm1
XP_035430364.1	XP_035430364.1^PCY1B_HUMAN^PCY1B_MOUSE^CTP_transf_like
XP_035430365.1	XP_035430365.1^PCY1B_MOUSE^CTP_transf_like
XP_035430366.1	XP_035430366.1^PCY1B_HUMAN^CTP_transf_like
XP_035430367.1	XP_035430367.1^PCY1B_HUMAN^CTP_transf_like
XP_035430368.1	XP_035430368.1^CNPY4_MOUSE^DUF3456^sigP
XP_035430369.1	XP_035430369.1^NAT9_HUMAN^Acetyltransf_3^Tm1
XP_035430370.1	XP_035430370.1^PGPLE_DROME^Amidase_2^Tm1
XP_035430371.1	XP_035430371.1^sigP^Tm1
XP_035430372.1	XP_035430372.1^sigP
XP_035430373.1	XP_035430373.1^sigP
XP_035430374.1	XP_035430374.1^sigP^Tm1
XP_035430375.1	XP_035430375.1^PER_ANTPE^PAS^sigP^Tm1
XP_035430376.1	XP_035430376.1^NU205_HUMAN^NU205_DROME^Nup192^sigP
XP_035430377.1	XP_035430377.1^TMTC4_MOUSE^TMTC_DUF1736^sigP^Tm10
XP_035430378.1	XP_035430378.1^NLGNX_HUMAN^NLGNY_HUMAN^COesterase^sigP^Tm1
XP_035430379.1	XP_035430379.1^sigP^Tm1
XP_035430380.1	XP_035430380.1^NDKA_DROME^NDK^sigP
XP_035430381.1	XP_035430381.1^OGT1_MOUSE^TPR_2
XP_035430382.1	XP_035430382.1^sigP^Tm9
XP_035430383.1	XP_035430383.1^sigP^Tm1
XP_035430384.1	XP_035430384.1^RL10A_SPOFR^Ribosomal_L1^Tm2
XP_035430385.1	XP_035430385.1^GLIS2_DROME^zf-C2H2
XP_035430386.1	XP_035430386.1^COPT1_PONAB^Ctr^sigP^Tm2
XP_035430387.1	XP_035430387.1^COPT1_PONAB^Ctr^sigP^Tm2
XP_035430388.1	XP_035430388.1^COPT1_PONAB^Ctr^sigP^Tm2
XP_035430389.1	XP_035430389.1^COPT1_PONAB^Ctr^sigP^Tm2
XP_035430390.1	XP_035430390.1^OGT1_MOUSE^TPR_2
XP_035430391.1	XP_035430391.1^IKZF5_MOUSE^zf-C2H2
XP_035430392.1	XP_035430392.1^PDZD8_HUMAN^Peptidase_M50^sigP^Tm1
XP_035430393.1	XP_035430393.1^PDZD8_HUMAN^Peptidase_M50^sigP^Tm1
XP_035430394.1	XP_035430394.1^PDZD8_HUMAN^Peptidase_M50^sigP^Tm1
XP_035430395.1	XP_035430395.1^PDZD8_HUMAN^Peptidase_M50^sigP^Tm1
XP_035430396.1	XP_035430396.1^PDZD8_HUMAN^Peptidase_M50^sigP^Tm1
XP_035430397.1	XP_035430397.1^PDZD8_HUMAN^Peptidase_M50^sigP^Tm1
XP_035430398.1	XP_035430398.1^RS8_SPOFR^Ribosomal_S8e
XP_035430399.1	XP_035430399.1^PRRX1_CHICK^Homeodomain^Tm2
XP_035430400.1	XP_035430400.1^PLD6_CHLRE^PLDc_2^Tm1
XP_035430401.1	XP_035430401.1^Tm1
XP_035430402.1	XP_035430402.1^COPT1_PONAB^Ctr^sigP^Tm2
XP_035430403.1	XP_035430403.1^COPT1_PONAB^Ctr^sigP^Tm2
XP_035430404.1	XP_035430404.1^COPT1_PONAB^Ctr^sigP^Tm3
XP_035430405.1	XP_035430405.1^IKZF5_MOUSE^IKZF5_BOVIN^zf-C2H2^sigP
XP_035430406.1	XP_035430406.1^TPH1_CHICK^ACT^sigP^Tm1
XP_035430407.1	XP_035430407.1^TDIF2_HUMAN^Fcf2^Tm3
XP_035430408.1	XP_035430408.1^DHB8_HUMAN^adh_short^Tm1
XP_035430409.1	XP_035430409.1^DIH45_AGRIP^CRF^sigP^Tm2
XP_035430410.1	XP_035430410.1^DIH41_AGRIP^CRF^sigP^Tm2
XP_035430411.1	XP_035430411.1^DIH41_AGRIP^sigP^Tm2
XP_035430412.1	XP_035430412.1^HAP2-GCS1^sigP^Tm1
XP_035430413.1	XP_035430413.1^HAP2-GCS1^sigP^Tm1
XP_035430414.1	XP_035430414.1^HAP2-GCS1^sigP^Tm1
XP_035430415.1	XP_035430415.1^HAP2-GCS1^sigP^Tm1
XP_035430416.1	XP_035430416.1^HAP2-GCS1^sigP^Tm1
XP_035430417.1	XP_035430417.1^MADF_DNA_bdg^Tm1
XP_035430418.1	XP_035430418.1^sigP
XP_035430419.1	XP_035430419.1^NEUL4_XENTR^Neuralized^sigP^Tm1
XP_035430420.1	XP_035430420.1^EST4A_MOUSE^COesterase^sigP^Tm1
XP_035430421.1	XP_035430421.1^F102A_XENLA^NT-C2
XP_035430422.1	XP_035430422.1^F102A_XENLA^NT-C2
XP_035430423.1	XP_035430423.1^F102A_XENLA^NT-C2
XP_035430424.1	XP_035430424.1^HARB1_BOVIN^Plant_tran^Tm1
XP_035430426.1	XP_035430426.1^TRUB2_XENTR^TruB_N^Tm1
XP_035430427.1	XP_035430427.1^NEUL4_XENTR^Neuralized^sigP^Tm1
XP_035430428.1	XP_035430428.1^PGR1A_MOUSE^PAXIP1_C^Tm1
XP_035430429.1	XP_035430429.1^NUDC1_HUMAN^CS^sigP^Tm1
XP_035430430.1	XP_035430430.1^BCD1_MOUSE^zf-HIT^Tm1
XP_035430431.1	XP_035430431.1^S22BB_DANRE^Longin^sigP^Tm1
XP_035430433.1	XP_035430433.1^NLGNY_HUMAN^COesterase^sigP^Tm1
XP_035430434.1	XP_035430434.1^NLGNX_HUMAN^NLGNY_HUMAN^COesterase^sigP^Tm1
XP_035430435.1	XP_035430435.1^NEUL4_XENTR^Neuralized^sigP^Tm1
XP_035430436.1	XP_035430436.1^CLIB9_ANOGA^Trypsin^Tm1
XP_035430437.1	XP_035430437.1^U1SBP_DANRE^RRM_1^Tm1
XP_035430438.1	XP_035430438.1^OBSTE_DROME^CBM_14^sigP^Tm3
XP_035430439.1	XP_035430439.1^5HT1B_HORSE^5HT1B_PANTR^7tm_1^Tm7
XP_035430440.1	XP_035430440.1^TEN2_RAT^EB^sigP
XP_035430441.1	XP_035430441.1^TEN2_RAT^EB^sigP
XP_035430442.1	XP_035430442.1^MTMR2_HUMAN^GRAM
XP_035430443.1	XP_035430443.1^MTMR2_HUMAN^GRAM
XP_035430444.1	XP_035430444.1^TSR2_XENLA^WGG
XP_035430445.1	XP_035430445.1^Tm1
XP_035430446.1	XP_035430446.1^DUF4806^sigP^Tm1
XP_035430447.1	XP_035430447.1^NEP2_DROME^LRRNT_2^Peptidase_M13_N^Tm1
XP_035430448.1	XP_035430448.1^DUF4806^sigP^Tm1
XP_035430449.1	XP_035430449.1^DUF4806^sigP^Tm1
XP_035430450.1	XP_035430450.1^TSR2_XENLA^WGG
XP_035430451.1	XP_035430451.1^DCX^sigP
XP_035430452.1	XP_035430452.1^NDUB8_PONAB^NDUF_B8^Tm1
XP_035430453.1	XP_035430453.1^MED22_AEDAE^Med22^Tm1
XP_035430454.1	XP_035430454.1^RNH1_RAT^RNH1_HUMAN^Cauli_VI^sigP^Tm1
XP_035430455.1	XP_035430455.1^PER_ANTPE^PAS^sigP^Tm1
XP_035430456.1	XP_035430456.1^NEP2_DROME^LRRNT_2^Peptidase_M13_N^Tm1
XP_035430457.1	XP_035430457.1^RNH1_RAT^RNH1_HUMAN^Cauli_VI^sigP^Tm1
XP_035430458.1	XP_035430458.1^OBSTE_DROME^CBM_14^sigP^Tm1
XP_035430459.1	XP_035430459.1^OBSTE_DROME^CBM_14^Tm1
XP_035430460.1	XP_035430460.1^ZN681_HUMAN^zf-C2H2_6^sigP^Tm1
XP_035430461.1	XP_035430461.1^PNR_DROME^GATA
XP_035430462.1	XP_035430462.1^PNR_DROME^GATA
XP_035430463.1	XP_035430463.1^PNR_DROME^GATA^Tm1
XP_035430464.1	XP_035430464.1^NEP2_DROME^LRRNT_2^Peptidase_M13_N^Tm1
XP_035430465.1	XP_035430465.1^PNR_DROME^GATA^Tm1
XP_035430466.1	XP_035430466.1^SAT2_BOVIN^Acetyltransf_1
XP_035430467.1	XP_035430467.1^PCD16_RAT^Cadherin^sigP^Tm1
XP_035430468.1	XP_035430468.1^PCD16_RAT^Cadherin^sigP^Tm1
XP_035430469.1	XP_035430469.1^PCD16_RAT^Cadherin^sigP^Tm1
XP_035430470.1	XP_035430470.1^PCD16_RAT^Cadherin^Tm1
XP_035430471.1	XP_035430471.1^PCD16_RAT^Cadherin^sigP^Tm1
XP_035430472.1	XP_035430472.1^PCD16_RAT^Cadherin^sigP^Tm1
XP_035430473.1	XP_035430473.1^DNJC3_RAT^DNJC3_HUMAN^TPR_16^sigP^Tm1
XP_035430474.1	XP_035430474.1^NEP2_DROME^LRRNT_2^Peptidase_M13_N^Tm1
XP_035430475.1	XP_035430475.1^CLC4A_HUMAN^Lectin_C^sigP^Tm2
XP_035430476.1	XP_035430476.1^CLC4A_HUMAN^Lectin_C^sigP^Tm2
XP_035430477.1	XP_035430477.1^CLC4A_HUMAN^sigP^Tm2
XP_035430478.1	XP_035430478.1^RL35A_PONAB^Ribosomal_L35Ae
XP_035430479.1	XP_035430479.1^RL35A_PONAB^Ribosomal_L35Ae
XP_035430480.1	XP_035430480.1^sigP^Tm1
XP_035430481.1	XP_035430481.1^S19A1_HUMAN^Folate_carrier^Tm9
XP_035430482.1	XP_035430482.1^NEP2_DROME^LRRNT_2^Peptidase_M13_N^Tm1
XP_035430483.1	XP_035430483.1^ICH_DROME^zf-C2H2^sigP^Tm1
XP_035430484.1	XP_035430484.1^ICH_DROME^zf-C2H2^sigP^Tm1
XP_035430485.1	XP_035430485.1^ICH_DROME^zf-C2H2^sigP^Tm1
XP_035430486.1	XP_035430486.1^ICH_DROME^zf-C2H2^sigP^Tm1
XP_035430487.1	XP_035430487.1^ICH_DROME^zf-C2H2^sigP^Tm1
XP_035430488.1	XP_035430488.1^ICH_DROME^zf-C2H2^sigP^Tm1
XP_035430489.1	XP_035430489.1^ICH_DROME^zf-C2H2^sigP^Tm1
XP_035430490.1	XP_035430490.1^GAPR1_MOUSE^CAP
XP_035430491.1	XP_035430491.1^GAPR1_MOUSE^CAP
XP_035430492.1	XP_035430492.1^NEP2_DROME^LRRNT_2^Peptidase_M13_N^Tm1
XP_035430493.1	XP_035430493.1^OBSTE_DROME^CBM_14^sigP
XP_035430494.1	XP_035430494.1^sigP^Tm1
XP_035430495.1	XP_035430495.1^SPTCA_DROME^Spectrin^sigP
XP_035430496.1	XP_035430496.1^SPTCA_DROME^Spectrin^sigP
XP_035430497.1	XP_035430497.1^SPTCA_DROME^Spectrin^sigP
XP_035430498.1	XP_035430498.1^SPTCA_DROME^Spectrin^sigP
XP_035430499.1	XP_035430499.1^SPTCA_DROME^Spectrin^sigP
XP_035430500.1	XP_035430500.1^SPTCA_DROME^Spectrin^sigP
XP_035430501.1	XP_035430501.1^SRXN1_HUMAN^ParBc
XP_035430502.1	XP_035430502.1^SRXN1_HUMAN^ParBc
XP_035430503.1	XP_035430503.1^VAV_DROME^CH^sigP^Tm1
XP_035430504.1	XP_035430504.1^NLGNY_HUMAN^COesterase^sigP^Tm1
XP_035430505.1	XP_035430505.1^NLGNY_HUMAN^COesterase^sigP^Tm1
XP_035430506.1	XP_035430506.1^NPDC1_HUMAN^NPDC1^sigP^Tm2
XP_035430507.1	XP_035430507.1^MPV17_XENLA^MPV17_DANRE^Mpv17_PMP22^sigP^Tm3
XP_035430508.1	XP_035430508.1^RL7A_DROME^Ribosomal_L7Ae^Tm2
XP_035430509.1	XP_035430509.1^NRF6_CAEEL^NRF^sigP^Tm2
XP_035430510.1	XP_035430510.1^NRF6_CAEEL^NRF^sigP^Tm9
XP_035430511.1	XP_035430511.1^RFX5_HUMAN^RFX_DNA_binding^sigP^Tm1
XP_035430512.1	XP_035430512.1^TOB1B_XENLA^zf-AD^Tm1
XP_035430513.1	XP_035430513.1^NPDC1_HUMAN^NPDC1^sigP^Tm1
XP_035430514.1	XP_035430514.1^zf-C2HC_2^Tm1
XP_035430515.1	XP_035430515.1^zf-C2HC_2^Tm1
XP_035430516.1	XP_035430516.1^zf-C2HC_2^Tm1
XP_035430519.1	XP_035430519.1^DXO_BOVIN^RAI1^sigP
XP_035430520.1	XP_035430520.1^NRF6_CAEEL^NRF^sigP^Tm2
XP_035430521.1	XP_035430521.1^NPDC1_HUMAN^NPDC1^sigP^Tm1
XP_035430522.1	XP_035430522.1^NRF6_CAEEL^NRF^sigP^Tm9
XP_035430523.1	XP_035430523.1^sigP^Tm1
XP_035430524.1	XP_035430524.1^ADCY8_HUMAN^AC_N^sigP^Tm1
XP_035430525.1	XP_035430525.1^ADCY8_HUMAN^AC_N^sigP^Tm1
XP_035430526.1	XP_035430526.1^ADCY8_HUMAN^AC_N^sigP^Tm9
XP_035430527.1	XP_035430527.1^ADCY8_HUMAN^AC_N^sigP^Tm1
XP_035430528.1	XP_035430528.1^ADCY8_HUMAN^AC_N^sigP^Tm9
XP_035430529.1	XP_035430529.1^FARP1_RAT^FERM_N^Tm1
XP_035430530.1	XP_035430530.1^FARP1_RAT^FERM_N^Tm1
